,dummyLocation,gpsPerturbated,dumRadMin,dumRadStep,pertDec,alpha,tradeOff
24,True,False,3000,2000,-1,0.098,0.036090036458876214
24,True,False,3000,2000,-1,0.1,0.03682656781517981
24,True,False,3000,2000,-1,0.102,0.0375630991714834
24,True,False,3000,2000,-1,0.104,0.038299630527786996
24,True,False,3000,2000,-1,0.106,0.03903616188409059
24,True,False,3000,2000,-1,0.108,0.03977269324039419
24,True,False,3000,2000,-1,0.11,0.040509224596697785
24,True,False,3000,2000,-1,0.112,0.04124575595300138
24,True,False,3000,2000,-1,0.114,0.04198228730930498
24,True,False,3000,2000,-1,0.116,0.042718818665608574
24,True,False,3000,2000,-1,0.118,0.04345535002191217
24,True,False,3000,2000,-1,0.12,0.04419188137821577
24,True,False,3000,2000,-1,0.122,0.04492841273451936
24,True,False,3000,2000,-1,0.124,0.04566494409082296
24,True,False,3000,2000,-1,0.126,0.046401475447126556
24,True,False,3000,2000,-1,0.128,0.04713800680343015
24,True,False,3000,2000,-1,0.13,0.04787453815973375
24,True,False,3000,2000,-1,0.132,0.048611069516037345
24,True,False,3000,2000,-1,0.134,0.04934760087234094
24,True,False,3000,2000,-1,0.136,0.05008413222864454
24,True,False,3000,2000,-1,0.138,0.050820663584948134
24,True,False,3000,2000,-1,0.14,0.05155719494125173
24,True,False,3000,2000,-1,0.142,0.05229372629755532
24,True,False,3000,2000,-1,0.144,0.053030257653858916
24,True,False,3000,2000,-1,0.146,0.05376678901016251
24,True,False,3000,2000,-1,0.148,0.05450332036646611
24,True,False,3000,2000,-1,0.15,0.055239851722769705
24,True,False,3000,2000,-1,0.152,0.0559763830790733
24,True,False,3000,2000,-1,0.154,0.0567129144353769
24,True,False,3000,2000,-1,0.156,0.057449445791680494
24,True,False,3000,2000,-1,0.158,0.0581859771479841
24,True,False,3000,2000,-1,0.16,0.05892250850428769
24,True,False,3000,2000,-1,0.162,0.05965903986059129
24,True,False,3000,2000,-1,0.164,0.060395571216894886
24,True,False,3000,2000,-1,0.166,0.06113210257319848
24,True,False,3000,2000,-1,0.168,0.06186863392950208
24,True,False,3000,2000,-1,0.17,0.06260516528580568
24,True,False,3000,2000,-1,0.172,0.06334169664210926
24,True,False,3000,2000,-1,0.174,0.06407822799841285
24,True,False,3000,2000,-1,0.176,0.06481475935471645
24,True,False,3000,2000,-1,0.178,0.06555129071102005
24,True,False,3000,2000,-1,0.18,0.06628782206732364
24,True,False,3000,2000,-1,0.182,0.06702435342362724
24,True,False,3000,2000,-1,0.184,0.06776088477993084
24,True,False,3000,2000,-1,0.186,0.06849741613623443
24,True,False,3000,2000,-1,0.188,0.06923394749253804
24,True,False,3000,2000,-1,0.19,0.06997047884884164
24,True,False,3000,2000,-1,0.192,0.07070701020514523
24,True,False,3000,2000,-1,0.194,0.07144354156144883
24,True,False,3000,2000,-1,0.196,0.07218007291775243
24,True,False,3000,2000,-1,0.198,0.07291660427405602
24,True,False,3000,2000,-1,0.2,0.07365313563035962
24,True,False,3000,2000,-1,0.202,0.07438966698666322
24,True,False,3000,2000,-1,0.204,0.0751261983429668
24,True,False,3000,2000,-1,0.206,0.0758627296992704
24,True,False,3000,2000,-1,0.208,0.07659926105557399
24,True,False,3000,2000,-1,0.21,0.07733579241187759
24,True,False,3000,2000,-1,0.212,0.07807232376818118
24,True,False,3000,2000,-1,0.214,0.07880885512448478
24,True,False,3000,2000,-1,0.216,0.07954538648078838
24,True,False,3000,2000,-1,0.218,0.08028191783709197
24,True,False,3000,2000,-1,0.22,0.08101844919339557
24,True,False,3000,2000,-1,0.222,0.08175498054969917
24,True,False,3000,2000,-1,0.224,0.08249151190600276
24,True,False,3000,2000,-1,0.226,0.08322804326230636
24,True,False,3000,2000,-1,0.228,0.08396457461860996
24,True,False,3000,2000,-1,0.23,0.08470110597491355
24,True,False,3000,2000,-1,0.232,0.08543763733121715
24,True,False,3000,2000,-1,0.234,0.08617416868752074
24,True,False,3000,2000,-1,0.236,0.08691070004382434
24,True,False,3000,2000,-1,0.238,0.08764723140012794
24,True,False,3000,2000,-1,0.24,0.08838376275643153
24,True,False,3000,2000,-1,0.242,0.08912029411273513
24,True,False,3000,2000,-1,0.244,0.08985682546903873
24,True,False,3000,2000,-1,0.246,0.09059335682534232
24,True,False,3000,2000,-1,0.248,0.09132988818164592
24,True,False,3000,2000,-1,0.25,0.09206641953794951
24,True,False,3000,2000,-1,0.252,0.09280295089425311
24,True,False,3000,2000,-1,0.254,0.09353948225055671
24,True,False,3000,2000,-1,0.256,0.0942760136068603
24,True,False,3000,2000,-1,0.258,0.0950125449631639
24,True,False,3000,2000,-1,0.26,0.0957490763194675
24,True,False,3000,2000,-1,0.262,0.09648560767577109
24,True,False,3000,2000,-1,0.264,0.09722213903207469
24,True,False,3000,2000,-1,0.266,0.09795867038837829
24,True,False,3000,2000,-1,0.268,0.09869520174468188
24,True,False,3000,2000,-1,0.27,0.09943173310098548
24,True,False,3000,2000,-1,0.272,0.10016826445728907
24,True,False,3000,2000,-1,0.274,0.10090479581359267
24,True,False,3000,2000,-1,0.276,0.10164132716989627
24,True,False,3000,2000,-1,0.278,0.10237785852619986
24,True,False,3000,2000,-1,0.28,0.10311438988250346
24,True,False,3000,2000,-1,0.282,0.10385092123880704
24,True,False,3000,2000,-1,0.284,0.10458745259511064
24,True,False,3000,2000,-1,0.286,0.10532398395141424
24,True,False,3000,2000,-1,0.288,0.10606051530771783
24,True,False,3000,2000,-1,0.29,0.10679704666402143
24,True,False,3000,2000,-1,0.292,0.10753357802032502
24,True,False,3000,2000,-1,0.294,0.10827010937662862
24,True,False,3000,2000,-1,0.296,0.10900664073293222
24,True,False,3000,2000,-1,0.298,0.10974317208923581
24,True,False,3000,2000,-1,0.3,0.11047970344553941
24,True,False,3000,2000,-1,0.302,0.111216234801843
24,True,False,3000,2000,-1,0.304,0.1119527661581466
24,True,False,3000,2000,-1,0.306,0.1126892975144502
24,True,False,3000,2000,-1,0.308,0.1134258288707538
24,True,False,3000,2000,-1,0.31,0.11416236022705739
24,True,False,3000,2000,-1,0.312,0.11489889158336099
24,True,False,3000,2000,-1,0.314,0.1156354229396646
24,True,False,3000,2000,-1,0.316,0.1163719542959682
24,True,False,3000,2000,-1,0.318,0.11710848565227179
24,True,False,3000,2000,-1,0.32,0.11784501700857539
24,True,False,3000,2000,-1,0.322,0.11858154836487898
24,True,False,3000,2000,-1,0.324,0.11931807972118258
24,True,False,3000,2000,-1,0.326,0.12005461107748618
24,True,False,3000,2000,-1,0.328,0.12079114243378977
24,True,False,3000,2000,-1,0.33,0.12152767379009337
24,True,False,3000,2000,-1,0.332,0.12226420514639696
24,True,False,3000,2000,-1,0.334,0.12300073650270056
24,True,False,3000,2000,-1,0.336,0.12373726785900416
24,True,False,3000,2000,-1,0.338,0.12447379921530775
24,True,False,3000,2000,-1,0.34,0.12521033057161135
24,True,False,3000,2000,-1,0.342,0.12594686192791493
24,True,False,3000,2000,-1,0.344,0.12668339328421852
24,True,False,3000,2000,-1,0.346,0.12741992464052213
24,True,False,3000,2000,-1,0.348,0.1281564559968257
24,True,False,3000,2000,-1,0.35,0.12889298735312932
24,True,False,3000,2000,-1,0.352,0.1296295187094329
24,True,False,3000,2000,-1,0.354,0.1303660500657365
24,True,False,3000,2000,-1,0.356,0.1311025814220401
24,True,False,3000,2000,-1,0.358,0.1318391127783437
24,True,False,3000,2000,-1,0.36,0.13257564413464729
24,True,False,3000,2000,-1,0.362,0.1333121754909509
24,True,False,3000,2000,-1,0.364,0.13404870684725448
24,True,False,3000,2000,-1,0.366,0.1347852382035581
24,True,False,3000,2000,-1,0.368,0.13552176955986167
24,True,False,3000,2000,-1,0.37,0.13625830091616528
24,True,False,3000,2000,-1,0.372,0.13699483227246886
24,True,False,3000,2000,-1,0.374,0.13773136362877247
24,True,False,3000,2000,-1,0.376,0.13846789498507608
24,True,False,3000,2000,-1,0.378,0.13920442634137967
24,True,False,3000,2000,-1,0.38,0.13994095769768328
24,True,False,3000,2000,-1,0.382,0.14067748905398686
24,True,False,3000,2000,-1,0.384,0.14141402041029047
24,True,False,3000,2000,-1,0.386,0.14215055176659405
24,True,False,3000,2000,-1,0.388,0.14288708312289766
24,True,False,3000,2000,-1,0.39,0.14362361447920124
24,True,False,3000,2000,-1,0.392,0.14436014583550486
24,True,False,3000,2000,-1,0.394,0.14509667719180844
24,True,False,3000,2000,-1,0.396,0.14583320854811205
24,True,False,3000,2000,-1,0.398,0.14656973990441563
24,True,False,3000,2000,-1,0.4,0.14730627126071924
24,True,False,3000,2000,-1,0.402,0.14804280261702282
24,True,False,3000,2000,-1,0.404,0.14877933397332643
24,True,False,3000,2000,-1,0.406,0.14951586532963002
24,True,False,3000,2000,-1,0.408,0.1502523966859336
24,True,False,3000,2000,-1,0.41,0.1509889280422372
24,True,False,3000,2000,-1,0.412,0.1517254593985408
24,True,False,3000,2000,-1,0.414,0.1524619907548444
24,True,False,3000,2000,-1,0.416,0.15319852211114798
24,True,False,3000,2000,-1,0.418,0.1539350534674516
24,True,False,3000,2000,-1,0.42,0.15467158482375518
24,True,False,3000,2000,-1,0.422,0.1554081161800588
24,True,False,3000,2000,-1,0.424,0.15614464753636237
24,True,False,3000,2000,-1,0.426,0.15688117889266598
24,True,False,3000,2000,-1,0.428,0.15761771024896956
24,True,False,3000,2000,-1,0.43,0.15835424160527317
24,True,False,3000,2000,-1,0.432,0.15909077296157675
24,True,False,3000,2000,-1,0.434,0.15982730431788036
24,True,False,3000,2000,-1,0.436,0.16056383567418395
24,True,False,3000,2000,-1,0.438,0.16130036703048756
24,True,False,3000,2000,-1,0.44,0.16203689838679114
24,True,False,3000,2000,-1,0.442,0.16277342974309475
24,True,False,3000,2000,-1,0.444,0.16350996109939833
24,True,False,3000,2000,-1,0.446,0.16424649245570194
24,True,False,3000,2000,-1,0.448,0.16498302381200552
24,True,False,3000,2000,-1,0.45,0.16571955516830914
24,True,False,3000,2000,-1,0.452,0.16645608652461272
24,True,False,3000,2000,-1,0.454,0.16719261788091633
24,True,False,3000,2000,-1,0.456,0.1679291492372199
24,True,False,3000,2000,-1,0.458,0.16866568059352352
24,True,False,3000,2000,-1,0.46,0.1694022119498271
24,True,False,3000,2000,-1,0.462,0.1701387433061307
24,True,False,3000,2000,-1,0.464,0.1708752746624343
24,True,False,3000,2000,-1,0.466,0.1716118060187379
24,True,False,3000,2000,-1,0.468,0.1723483373750415
24,True,False,3000,2000,-1,0.47,0.17308486873134507
24,True,False,3000,2000,-1,0.472,0.17382140008764868
24,True,False,3000,2000,-1,0.474,0.17455793144395226
24,True,False,3000,2000,-1,0.476,0.17529446280025587
24,True,False,3000,2000,-1,0.478,0.17603099415655946
24,True,False,3000,2000,-1,0.48,0.17676752551286307
24,True,False,3000,2000,-1,0.482,0.17750405686916665
24,True,False,3000,2000,-1,0.484,0.17824058822547026
24,True,False,3000,2000,-1,0.486,0.17897711958177384
24,True,False,3000,2000,-1,0.488,0.17971365093807745
24,True,False,3000,2000,-1,0.49,0.18045018229438103
24,True,False,3000,2000,-1,0.492,0.18118671365068464
24,True,False,3000,2000,-1,0.494,0.18192324500698823
24,True,False,3000,2000,-1,0.496,0.18265977636329184
24,True,False,3000,2000,-1,0.498,0.18339630771959542
24,True,False,3000,2000,-1,0.5,0.18413283907589903
24,True,False,3000,2000,-1,0.502,0.18486937043220264
24,True,False,3000,2000,-1,0.504,0.18560590178850622
24,True,False,3000,2000,-1,0.506,0.18634243314480983
24,True,False,3000,2000,-1,0.508,0.18707896450111342
24,True,False,3000,2000,-1,0.51,0.18781549585741703
24,True,False,3000,2000,-1,0.512,0.1885520272137206
24,True,False,3000,2000,-1,0.514,0.18928855857002422
24,True,False,3000,2000,-1,0.516,0.1900250899263278
24,True,False,3000,2000,-1,0.518,0.1907616212826314
24,True,False,3000,2000,-1,0.52,0.191498152638935
24,True,False,3000,2000,-1,0.522,0.1922346839952386
24,True,False,3000,2000,-1,0.524,0.19297121535154219
24,True,False,3000,2000,-1,0.526,0.1937077467078458
24,True,False,3000,2000,-1,0.528,0.19444427806414938
24,True,False,3000,2000,-1,0.53,0.195180809420453
24,True,False,3000,2000,-1,0.532,0.19591734077675657
24,True,False,3000,2000,-1,0.534,0.19665387213306018
24,True,False,3000,2000,-1,0.536,0.19739040348936376
24,True,False,3000,2000,-1,0.538,0.19812693484566737
24,True,False,3000,2000,-1,0.54,0.19886346620197096
24,True,False,3000,2000,-1,0.542,0.19959999755827457
24,True,False,3000,2000,-1,0.544,0.20033652891457815
24,True,False,3000,2000,-1,0.546,0.20107306027088176
24,True,False,3000,2000,-1,0.548,0.20180959162718534
24,True,False,3000,2000,-1,0.55,0.20254612298348895
24,True,False,3000,2000,-1,0.552,0.20328265433979253
24,True,False,3000,2000,-1,0.554,0.20401918569609614
24,True,False,3000,2000,-1,0.556,0.20475571705239973
24,True,False,3000,2000,-1,0.558,0.20549224840870334
24,True,False,3000,2000,-1,0.56,0.20622877976500692
24,True,False,3000,2000,-1,0.562,0.20696531112131053
24,True,False,3000,2000,-1,0.564,0.20770184247761408
24,True,False,3000,2000,-1,0.566,0.2084383738339177
24,True,False,3000,2000,-1,0.568,0.20917490519022128
24,True,False,3000,2000,-1,0.57,0.2099114365465249
24,True,False,3000,2000,-1,0.572,0.21064796790282847
24,True,False,3000,2000,-1,0.574,0.21138449925913208
24,True,False,3000,2000,-1,0.576,0.21212103061543566
24,True,False,3000,2000,-1,0.578,0.21285756197173927
24,True,False,3000,2000,-1,0.58,0.21359409332804286
24,True,False,3000,2000,-1,0.582,0.21433062468434647
24,True,False,3000,2000,-1,0.584,0.21506715604065005
24,True,False,3000,2000,-1,0.586,0.21580368739695366
24,True,False,3000,2000,-1,0.588,0.21654021875325724
24,True,False,3000,2000,-1,0.59,0.21727675010956085
24,True,False,3000,2000,-1,0.592,0.21801328146586443
24,True,False,3000,2000,-1,0.594,0.21874981282216804
24,True,False,3000,2000,-1,0.596,0.21948634417847163
24,True,False,3000,2000,-1,0.598,0.22022287553477524
24,True,False,3000,2000,-1,0.6,0.22095940689107882
24,True,False,3000,2000,-1,0.602,0.22169593824738243
24,True,False,3000,2000,-1,0.604,0.222432469603686
24,True,False,3000,2000,-1,0.606,0.22316900095998962
24,True,False,3000,2000,-1,0.608,0.2239055323162932
24,True,False,3000,2000,-1,0.61,0.22464206367259681
24,True,False,3000,2000,-1,0.612,0.2253785950289004
24,True,False,3000,2000,-1,0.614,0.226115126385204
24,True,False,3000,2000,-1,0.616,0.2268516577415076
24,True,False,3000,2000,-1,0.618,0.2275881890978112
24,True,False,3000,2000,-1,0.62,0.22832472045411478
24,True,False,3000,2000,-1,0.622,0.2290612518104184
24,True,False,3000,2000,-1,0.624,0.22979778316672198
24,True,False,3000,2000,-1,0.626,0.23053431452302559
24,True,False,3000,2000,-1,0.628,0.2312708458793292
24,True,False,3000,2000,-1,0.63,0.23200737723563278
24,True,False,3000,2000,-1,0.632,0.2327439085919364
24,True,False,3000,2000,-1,0.634,0.23348043994823997
24,True,False,3000,2000,-1,0.636,0.23421697130454358
24,True,False,3000,2000,-1,0.638,0.23495350266084716
24,True,False,3000,2000,-1,0.64,0.23569003401715077
24,True,False,3000,2000,-1,0.642,0.23642656537345436
24,True,False,3000,2000,-1,0.644,0.23716309672975797
24,True,False,3000,2000,-1,0.646,0.23789962808606155
24,True,False,3000,2000,-1,0.648,0.23863615944236516
24,True,False,3000,2000,-1,0.65,0.23937269079866874
24,True,False,3000,2000,-1,0.652,0.24010922215497235
24,True,False,3000,2000,-1,0.654,0.24084575351127593
24,True,False,3000,2000,-1,0.656,0.24158228486757954
24,True,False,3000,2000,-1,0.658,0.24231881622388313
24,True,False,3000,2000,-1,0.66,0.24305534758018674
24,True,False,3000,2000,-1,0.662,0.24379187893649032
24,True,False,3000,2000,-1,0.664,0.24452841029279393
24,True,False,3000,2000,-1,0.666,0.2452649416490975
24,True,False,3000,2000,-1,0.668,0.24600147300540112
24,True,False,3000,2000,-1,0.67,0.2467380043617047
24,True,False,3000,2000,-1,0.672,0.24747453571800831
24,True,False,3000,2000,-1,0.674,0.2482110670743119
24,True,False,3000,2000,-1,0.676,0.2489475984306155
24,True,False,3000,2000,-1,0.678,0.2496841297869191
24,True,False,3000,2000,-1,0.68,0.2504206611432227
24,True,False,3000,2000,-1,0.682,0.2511571924995263
24,True,False,3000,2000,-1,0.684,0.25189372385582987
24,True,False,3000,2000,-1,0.686,0.2526302552121335
24,True,False,3000,2000,-1,0.688,0.25336678656843703
24,True,False,3000,2000,-1,0.69,0.25410331792474067
24,True,False,3000,2000,-1,0.692,0.25483984928104425
24,True,False,3000,2000,-1,0.694,0.25557638063734783
24,True,False,3000,2000,-1,0.696,0.2563129119936514
24,True,False,3000,2000,-1,0.698,0.25704944334995505
24,True,False,3000,2000,-1,0.7,0.25778597470625864
24,True,False,3000,2000,-1,0.702,0.2585225060625622
24,True,False,3000,2000,-1,0.704,0.2592590374188658
24,True,False,3000,2000,-1,0.706,0.25999556877516944
24,True,False,3000,2000,-1,0.708,0.260732100131473
24,True,False,3000,2000,-1,0.71,0.2614686314877766
24,True,False,3000,2000,-1,0.712,0.2622051628440802
24,True,False,3000,2000,-1,0.714,0.2629416942003838
24,True,False,3000,2000,-1,0.716,0.2636782255566874
24,True,False,3000,2000,-1,0.718,0.264414756912991
24,True,False,3000,2000,-1,0.72,0.26515128826929457
24,True,False,3000,2000,-1,0.722,0.2658878196255982
24,True,False,3000,2000,-1,0.724,0.2666243509819018
24,True,False,3000,2000,-1,0.726,0.2673608823382054
24,True,False,3000,2000,-1,0.728,0.26809741369450896
24,True,False,3000,2000,-1,0.73,0.2688339450508126
24,True,False,3000,2000,-1,0.732,0.2695704764071162
24,True,False,3000,2000,-1,0.734,0.27030700776341976
24,True,False,3000,2000,-1,0.736,0.27104353911972334
24,True,False,3000,2000,-1,0.738,0.271780070476027
24,True,False,3000,2000,-1,0.74,0.27251660183233056
24,True,False,3000,2000,-1,0.742,0.27325313318863415
24,True,False,3000,2000,-1,0.744,0.2739896645449377
24,True,False,3000,2000,-1,0.746,0.27472619590124137
24,True,False,3000,2000,-1,0.748,0.27546272725754495
24,True,False,3000,2000,-1,0.75,0.27619925861384853
24,True,False,3000,2000,-1,0.752,0.27693578997015217
24,True,False,3000,2000,-1,0.754,0.27767232132645575
24,True,False,3000,2000,-1,0.756,0.27840885268275933
24,True,False,3000,2000,-1,0.758,0.2791453840390629
24,True,False,3000,2000,-1,0.76,0.27988191539536655
24,True,False,3000,2000,-1,0.762,0.28061844675167014
24,True,False,3000,2000,-1,0.764,0.2813549781079737
24,True,False,3000,2000,-1,0.766,0.2820915094642773
24,True,False,3000,2000,-1,0.768,0.28282804082058094
24,True,False,3000,2000,-1,0.77,0.2835645721768845
24,True,False,3000,2000,-1,0.772,0.2843011035331881
24,True,False,3000,2000,-1,0.774,0.2850376348894917
24,True,False,3000,2000,-1,0.776,0.2857741662457953
24,True,False,3000,2000,-1,0.778,0.2865106976020989
24,True,False,3000,2000,-1,0.78,0.2872472289584025
24,True,False,3000,2000,-1,0.782,0.28798376031470607
24,True,False,3000,2000,-1,0.784,0.2887202916710097
24,True,False,3000,2000,-1,0.786,0.2894568230273133
24,True,False,3000,2000,-1,0.788,0.2901933543836169
24,True,False,3000,2000,-1,0.79,0.29092988573992046
24,True,False,3000,2000,-1,0.792,0.2916664170962241
24,True,False,3000,2000,-1,0.794,0.2924029484525277
24,True,False,3000,2000,-1,0.796,0.29313947980883126
24,True,False,3000,2000,-1,0.798,0.29387601116513484
24,True,False,3000,2000,-1,0.8,0.2946125425214385
24,True,False,3000,2000,-1,0.802,0.29534907387774206
24,True,False,3000,2000,-1,0.804,0.29608560523404565
24,True,False,3000,2000,-1,0.806,0.29682213659034923
24,True,False,3000,2000,-1,0.808,0.29755866794665287
24,True,False,3000,2000,-1,0.81,0.29829519930295645
24,True,False,3000,2000,-1,0.812,0.29903173065926003
24,True,False,3000,2000,-1,0.814,0.2997682620155636
24,True,False,3000,2000,-1,0.816,0.3005047933718672
24,True,False,3000,2000,-1,0.818,0.3012413247281708
24,True,False,3000,2000,-1,0.82,0.3019778560844744
24,True,False,3000,2000,-1,0.822,0.302714387440778
24,True,False,3000,2000,-1,0.824,0.3034509187970816
24,True,False,3000,2000,-1,0.826,0.30418745015338516
24,True,False,3000,2000,-1,0.828,0.3049239815096888
24,True,False,3000,2000,-1,0.83,0.3056605128659924
24,True,False,3000,2000,-1,0.832,0.30639704422229597
24,True,False,3000,2000,-1,0.834,0.30713357557859955
24,True,False,3000,2000,-1,0.836,0.3078701069349032
24,True,False,3000,2000,-1,0.838,0.30860663829120677
24,True,False,3000,2000,-1,0.84,0.30934316964751035
24,True,False,3000,2000,-1,0.842,0.31007970100381393
24,True,False,3000,2000,-1,0.844,0.3108162323601176
24,True,False,3000,2000,-1,0.846,0.31155276371642115
24,True,False,3000,2000,-1,0.848,0.31228929507272474
24,True,False,3000,2000,-1,0.85,0.3130258264290283
24,True,False,3000,2000,-1,0.852,0.31376235778533196
24,True,False,3000,2000,-1,0.854,0.31449888914163554
24,True,False,3000,2000,-1,0.856,0.3152354204979391
24,True,False,3000,2000,-1,0.858,0.3159719518542427
24,True,False,3000,2000,-1,0.86,0.31670848321054634
24,True,False,3000,2000,-1,0.862,0.3174450145668499
24,True,False,3000,2000,-1,0.864,0.3181815459231535
24,True,False,3000,2000,-1,0.866,0.3189180772794571
24,True,False,3000,2000,-1,0.868,0.31965460863576073
24,True,False,3000,2000,-1,0.87,0.3203911399920643
24,True,False,3000,2000,-1,0.872,0.3211276713483679
24,True,False,3000,2000,-1,0.874,0.3218642027046715
24,True,False,3000,2000,-1,0.876,0.3226007340609751
24,True,False,3000,2000,-1,0.878,0.3233372654172787
24,True,False,3000,2000,-1,0.88,0.3240737967735823
24,True,False,3000,2000,-1,0.882,0.3248103281298859
24,True,False,3000,2000,-1,0.884,0.3255468594861895
24,True,False,3000,2000,-1,0.886,0.3262833908424931
24,True,False,3000,2000,-1,0.888,0.32701992219879666
24,True,False,3000,2000,-1,0.89,0.3277564535551003
24,True,False,3000,2000,-1,0.892,0.3284929849114039
24,True,False,3000,2000,-1,0.894,0.32922951626770747
24,True,False,3000,2000,-1,0.896,0.32996604762401105
24,True,False,3000,2000,-1,0.898,0.3307025789803147
24,True,False,3000,2000,-1,0.9,0.33143911033661827
24,True,False,3000,2000,-1,0.902,0.33217564169292185
24,True,False,3000,2000,-1,0.904,0.33291217304922543
24,True,False,3000,2000,-1,0.906,0.3336487044055291
24,True,False,3000,2000,-1,0.908,0.33438523576183266
24,True,False,3000,2000,-1,0.91,0.33512176711813624
24,True,False,3000,2000,-1,0.912,0.3358582984744398
24,True,False,3000,2000,-1,0.914,0.33659482983074346
24,True,False,3000,2000,-1,0.916,0.33733136118704704
24,True,False,3000,2000,-1,0.918,0.3380678925433506
24,True,False,3000,2000,-1,0.92,0.3388044238996542
24,True,False,3000,2000,-1,0.922,0.33954095525595784
24,True,False,3000,2000,-1,0.924,0.3402774866122614
24,True,False,3000,2000,-1,0.926,0.341014017968565
24,True,False,3000,2000,-1,0.928,0.3417505493248686
24,True,False,3000,2000,-1,0.93,0.34248708068117223
24,True,False,3000,2000,-1,0.932,0.3432236120374758
24,True,False,3000,2000,-1,0.934,0.3439601433937794
24,True,False,3000,2000,-1,0.936,0.344696674750083
24,True,False,3000,2000,-1,0.938,0.34543320610638656
24,True,False,3000,2000,-1,0.94,0.34616973746269014
24,True,False,3000,2000,-1,0.942,0.3469062688189938
24,True,False,3000,2000,-1,0.944,0.34764280017529736
24,True,False,3000,2000,-1,0.946,0.34837933153160094
24,True,False,3000,2000,-1,0.948,0.3491158628879045
24,True,False,3000,2000,-1,0.95,0.34985239424420816
24,True,False,3000,2000,-1,0.952,0.35058892560051175
24,True,False,3000,2000,-1,0.954,0.35132545695681533
24,True,False,3000,2000,-1,0.956,0.3520619883131189
24,True,False,3000,2000,-1,0.958,0.35279851966942255
24,True,False,3000,2000,-1,0.96,0.35353505102572613
24,True,False,3000,2000,-1,0.962,0.3542715823820297
24,True,False,3000,2000,-1,0.964,0.3550081137383333
24,True,False,3000,2000,-1,0.966,0.35574464509463694
24,True,False,3000,2000,-1,0.968,0.3564811764509405
24,True,False,3000,2000,-1,0.97,0.3572177078072441
24,True,False,3000,2000,-1,0.972,0.3579542391635477
24,True,False,3000,2000,-1,0.974,0.3586907705198513
24,True,False,3000,2000,-1,0.976,0.3594273018761549
24,True,False,3000,2000,-1,0.978,0.3601638332324585
24,True,False,3000,2000,-1,0.98,0.36090036458876207
24,True,False,3000,2000,-1,0.982,0.3616368959450657
24,True,False,3000,2000,-1,0.984,0.3623734273013693
24,True,False,3000,2000,-1,0.986,0.36310995865767287
24,True,False,3000,2000,-1,0.988,0.36384649001397645
24,True,False,3000,2000,-1,0.99,0.3645830213702801
24,True,False,3000,2000,-1,0.992,0.3653195527265837
24,True,False,3000,2000,-1,0.994,0.36605608408288726
24,True,False,3000,2000,-1,0.996,0.36679261543919084
24,True,False,3000,2000,-1,0.998,0.3675291467954945
24,True,False,3000,2000,-1,1.0,0.36826567815179806
4,True,True,500,250,5,0.0,1.3843291552052584e-26
120,True,True,3000,2000,1,0.002,0.002
120,True,True,3000,2000,1,0.004,0.004
120,True,True,3000,2000,1,0.006,0.006
120,True,True,3000,2000,1,0.008,0.008
120,True,True,3000,2000,1,0.01,0.01
120,True,True,3000,2000,1,0.012,0.012
120,True,True,3000,2000,1,0.014,0.014
120,True,True,3000,2000,1,0.016,0.016
120,True,True,3000,2000,1,0.018,0.018
120,True,True,3000,2000,1,0.02,0.02
120,True,True,3000,2000,1,0.022,0.022
120,True,True,3000,2000,1,0.024,0.024
120,True,True,3000,2000,1,0.026,0.026
120,True,True,3000,2000,1,0.028,0.028
120,True,True,3000,2000,1,0.03,0.03
120,True,True,3000,2000,1,0.032,0.032
120,True,True,3000,2000,1,0.034,0.034
120,True,True,3000,2000,1,0.036,0.036
120,True,True,3000,2000,1,0.038,0.038
120,True,True,3000,2000,1,0.04,0.04
120,True,True,3000,2000,1,0.042,0.042
120,True,True,3000,2000,1,0.044,0.044
120,True,True,3000,2000,1,0.046,0.046
120,True,True,3000,2000,1,0.048,0.048
120,True,True,3000,2000,1,0.05,0.05
120,True,True,3000,2000,1,0.052,0.052
120,True,True,3000,2000,1,0.054,0.054
120,True,True,3000,2000,1,0.056,0.056
120,True,True,3000,2000,1,0.058,0.058
120,True,True,3000,2000,1,0.06,0.06
120,True,True,3000,2000,1,0.062,0.062
120,True,True,3000,2000,1,0.064,0.064
120,True,True,3000,2000,1,0.066,0.066
120,True,True,3000,2000,1,0.068,0.068
120,True,True,3000,2000,1,0.07,0.07
120,True,True,3000,2000,1,0.072,0.072
120,True,True,3000,2000,1,0.074,0.074
120,True,True,3000,2000,1,0.076,0.076
120,True,True,3000,2000,1,0.078,0.078
120,True,True,3000,2000,1,0.08,0.08
120,True,True,3000,2000,1,0.082,0.082
120,True,True,3000,2000,1,0.084,0.084
120,True,True,3000,2000,1,0.086,0.086
120,True,True,3000,2000,1,0.088,0.088
120,True,True,3000,2000,1,0.09,0.09
120,True,True,3000,2000,1,0.092,0.092
120,True,True,3000,2000,1,0.094,0.094
120,True,True,3000,2000,1,0.096,0.096
120,True,True,3000,2000,1,0.098,0.098
120,True,True,3000,2000,1,0.1,0.1
120,True,True,3000,2000,1,0.102,0.102
120,True,True,3000,2000,1,0.104,0.104
120,True,True,3000,2000,1,0.106,0.106
120,True,True,3000,2000,1,0.108,0.108
120,True,True,3000,2000,1,0.11,0.11
120,True,True,3000,2000,1,0.112,0.112
120,True,True,3000,2000,1,0.114,0.114
120,True,True,3000,2000,1,0.116,0.116
